age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Xác suất mở (%),Dự đoán
57,management,married,tertiary,no,256,no,no,cellular,5,jun,304,2,91,1,success,95.86,Có mở
39,blue-collar,married,unknown,no,1181,yes,no,cellular,30,jul,650,2,-1,0,unknown,70.2,Có mở
40,technician,single,tertiary,no,1646,yes,no,cellular,4,may,392,2,91,3,success,79.98,Có mở
52,retired,divorced,tertiary,no,-309,yes,no,unknown,19,jun,500,2,-1,0,unknown,44.92,Không mở
35,technician,single,tertiary,no,670,no,no,cellular,13,apr,278,4,182,2,success,92.93,Có mở
46,admin.,divorced,secondary,no,2196,no,no,cellular,28,jul,573,5,-1,0,unknown,72.83,Có mở
49,services,divorced,secondary,no,947,no,no,unknown,20,jun,808,2,-1,0,unknown,80.46,Có mở
22,student,single,secondary,no,71,no,no,cellular,13,jul,337,1,181,2,success,95.92,Có mở
36,technician,married,tertiary,no,521,no,no,cellular,20,oct,347,3,-1,0,unknown,70.3,Có mở
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,success,90.01,Có mở
40,management,married,tertiary,no,-17,yes,yes,cellular,11,may,474,1,256,1,success,71.76,Có mở
24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,unknown,77.04,Có mở
78,retired,divorced,primary,no,229,no,no,telephone,22,oct,97,1,-1,0,unknown,66.03,Có mở
25,technician,single,secondary,no,325,no,no,cellular,22,oct,716,3,-1,0,unknown,96.35,Có mở
63,management,married,tertiary,no,5112,no,no,telephone,13,nov,2184,2,95,3,failure,88.78,Có mở
31,management,single,tertiary,no,11821,no,no,cellular,18,aug,384,11,-1,0,unknown,61.46,Có mở
41,technician,single,secondary,no,650,yes,no,cellular,20,nov,2420,3,-1,0,unknown,85.71,Có mở
50,retired,married,secondary,no,8648,no,no,cellular,12,may,731,3,176,1,failure,87.48,Có mở
27,self-employed,single,tertiary,no,168,no,no,cellular,12,nov,123,1,196,1,success,88.6,Có mở
27,blue-collar,single,secondary,no,2486,yes,no,unknown,29,may,733,1,-1,0,unknown,80.64,Có mở
50,technician,divorced,secondary,no,396,no,no,unknown,20,jun,716,2,-1,0,unknown,75.77,Có mở
44,management,married,tertiary,no,1791,no,no,telephone,12,aug,201,1,182,2,success,93.21,Có mở
26,self-employed,single,tertiary,no,168,no,no,cellular,30,apr,394,1,-1,0,unknown,89.37,Có mở
46,technician,married,unknown,no,3308,no,no,cellular,28,jul,219,2,-1,0,unknown,34.74,Không mở
36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,1,92,5,success,96.8,Có mở
35,management,single,tertiary,no,18111,no,no,cellular,14,aug,172,4,-1,0,unknown,31.47,Không mở
68,retired,married,secondary,no,1146,no,no,cellular,3,mar,153,2,110,3,success,93.69,Có mở
50,admin.,divorced,secondary,no,237,no,yes,telephone,5,nov,169,1,-1,0,unknown,34.09,Không mở
36,services,married,unknown,no,618,no,no,cellular,13,jul,360,1,335,2,success,91.68,Có mở
34,admin.,divorced,secondary,no,1085,no,no,cellular,11,mar,101,7,-1,0,unknown,68.12,Có mở
30,management,single,tertiary,no,1028,no,no,cellular,4,feb,1294,2,-1,0,unknown,90.95,Có mở
22,admin.,single,secondary,no,114,no,no,cellular,30,mar,517,1,-1,0,unknown,97.45,Có mở
59,admin.,married,secondary,no,0,yes,no,cellular,10,jul,982,1,-1,0,unknown,86.06,Có mở
60,blue-collar,married,primary,no,631,no,no,cellular,12,aug,429,2,-1,0,unknown,62.19,Có mở
32,technician,married,secondary,no,660,no,no,cellular,25,oct,226,2,490,1,failure,86.9,Có mở
46,self-employed,married,tertiary,no,2421,no,no,cellular,19,nov,1084,1,100,4,failure,91.75,Có mở
23,student,single,secondary,no,794,no,no,cellular,26,jul,607,3,171,3,other,94.37,Có mở
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other,58.37,Có mở
59,services,married,secondary,no,2965,yes,no,cellular,13,may,1970,3,-1,0,unknown,88.18,Có mở
26,management,single,tertiary,no,222,no,no,cellular,28,jun,247,1,63,2,success,97.52,Có mở
35,management,divorced,tertiary,no,6997,yes,no,cellular,9,jul,1121,1,-1,0,unknown,88.94,Có mở
53,retired,married,secondary,no,665,yes,no,cellular,22,apr,371,2,-1,0,unknown,49.62,Không mở
39,management,married,tertiary,no,285,yes,no,cellular,15,jul,838,3,-1,0,unknown,81.0,Có mở
32,technician,married,secondary,no,473,no,yes,cellular,10,aug,1064,1,95,3,success,96.77,Có mở
41,management,married,tertiary,no,2226,no,no,cellular,7,aug,182,2,99,1,failure,57.07,Có mở
37,admin.,single,secondary,no,245,yes,yes,unknown,7,may,732,2,-1,0,unknown,80.42,Có mở
35,management,married,tertiary,no,1133,yes,no,cellular,3,nov,102,1,-1,0,unknown,15.42,Không mở
42,management,married,tertiary,no,294,no,no,cellular,26,aug,513,1,-1,0,unknown,75.79,Có mở
27,admin.,divorced,secondary,no,451,yes,no,cellular,16,jul,652,1,-1,0,unknown,83.62,Có mở
57,unknown,married,unknown,no,19268,no,no,unknown,23,oct,301,1,-1,0,unknown,54.17,Có mở
41,blue-collar,married,primary,no,1461,yes,no,unknown,6,jun,554,2,-1,0,unknown,47.29,Không mở
37,housemaid,single,secondary,no,465,yes,no,cellular,18,may,899,3,-1,0,unknown,84.89,Có mở
44,unemployed,divorced,tertiary,no,0,no,no,cellular,5,feb,1960,3,-1,0,unknown,87.87,Có mở
32,technician,single,tertiary,no,654,yes,no,cellular,25,may,615,4,-1,0,unknown,78.16,Có mở
34,admin.,married,tertiary,no,79,yes,no,cellular,5,aug,203,1,92,5,success,91.86,Có mở
42,services,married,tertiary,no,4216,no,no,cellular,12,jun,186,2,-1,0,unknown,70.43,Có mở
54,admin.,married,secondary,no,66,yes,no,cellular,11,nov,167,1,-1,0,unknown,25.87,Không mở
48,self-employed,married,tertiary,no,0,no,no,cellular,29,jan,1249,3,-1,0,unknown,79.85,Có mở
73,retired,married,primary,no,5539,no,no,telephone,6,aug,338,1,-1,0,unknown,75.78,Có mở
33,management,married,tertiary,no,2599,no,no,cellular,30,apr,1373,2,-1,0,unknown,93.37,Có mở
42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,67.51,Có mở
57,admin.,married,secondary,no,2120,no,no,cellular,19,aug,687,4,-1,0,unknown,82.11,Có mở
29,services,single,primary,no,339,no,no,unknown,4,jul,1576,3,-1,0,unknown,86.39,Có mở
47,blue-collar,married,secondary,no,8229,no,no,cellular,8,aug,784,2,-1,0,unknown,82.55,Có mở
51,management,married,tertiary,no,346,no,no,cellular,12,feb,122,1,92,5,success,89.02,Có mở
34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,92,9,success,97.46,Có mở
25,technician,single,secondary,no,7103,yes,no,cellular,28,may,188,3,10,1,failure,35.14,Không mở
50,admin.,married,secondary,no,4855,no,no,cellular,5,aug,720,2,-1,0,unknown,84.46,Có mở
47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,92.52,Có mở
40,technician,married,secondary,no,-357,yes,no,cellular,16,jul,700,4,-1,0,unknown,77.12,Có mở
79,retired,married,secondary,no,8304,no,no,telephone,9,mar,303,9,-1,0,unknown,83.34,Có mở
30,student,single,secondary,no,48,no,no,cellular,25,feb,217,1,191,2,success,88.33,Có mở
54,self-employed,single,tertiary,no,384,no,yes,cellular,27,may,200,1,-1,0,unknown,25.87,Không mở
53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,-1,0,unknown,83.38,Có mở
33,blue-collar,divorced,secondary,no,3546,yes,no,unknown,23,may,777,2,-1,0,unknown,77.46,Có mở
60,management,married,tertiary,no,73,no,no,telephone,8,aug,243,2,-1,0,unknown,41.09,Không mở
35,self-employed,single,tertiary,no,71,no,no,cellular,15,jun,651,1,-1,0,unknown,94.58,Có mở
46,admin.,married,secondary,no,974,no,no,cellular,5,jun,174,2,80,1,success,96.53,Có mở
52,services,married,primary,no,306,yes,no,cellular,13,may,650,5,-1,0,unknown,76.61,Có mở
50,management,married,tertiary,no,3463,no,yes,cellular,28,oct,96,1,-1,0,unknown,39.99,Không mở
47,admin.,married,secondary,no,3676,no,no,cellular,15,jul,415,2,342,1,other,79.31,Có mở
73,retired,married,tertiary,no,459,no,no,cellular,17,feb,281,1,-1,0,unknown,74.53,Có mở
35,admin.,married,tertiary,no,286,no,no,cellular,30,apr,949,2,-1,0,unknown,94.05,Có mở
26,blue-collar,married,secondary,no,-11,yes,yes,cellular,17,jul,1150,3,-1,0,unknown,89.69,Có mở
46,management,married,tertiary,no,273,yes,no,cellular,15,sep,1962,1,105,3,failure,94.93,Có mở
42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure,75.74,Có mở
29,self-employed,single,tertiary,no,3290,no,no,cellular,12,may,430,1,50,3,success,92.58,Có mở
30,management,single,tertiary,no,8535,no,no,cellular,18,jun,393,2,-1,0,unknown,87.4,Có mở
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success,90.06,Có mở
28,admin.,single,unknown,no,2736,no,no,cellular,8,jul,705,1,-1,0,unknown,90.39,Có mở
32,blue-collar,married,secondary,no,10287,yes,no,cellular,27,may,281,4,188,1,failure,25.77,Không mở
53,management,married,tertiary,no,1624,no,no,cellular,6,aug,107,1,98,6,success,64.43,Có mở
41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,unknown,70.92,Có mở
40,services,married,secondary,no,446,yes,no,unknown,16,may,1252,1,-1,0,unknown,81.62,Có mở
53,technician,married,tertiary,no,395,no,no,cellular,29,oct,136,1,148,1,failure,78.32,Có mở
64,retired,divorced,primary,no,315,no,no,cellular,17,feb,154,1,-1,0,unknown,45.99,Không mở
32,technician,married,secondary,no,484,yes,no,cellular,12,aug,668,2,463,1,success,95.43,Có mở
48,technician,married,secondary,yes,0,no,no,unknown,30,may,682,1,-1,0,unknown,70.97,Có mở
35,admin.,single,secondary,no,507,yes,no,cellular,22,jul,560,2,-1,0,unknown,63.77,Có mở
43,management,married,tertiary,no,2987,no,no,cellular,4,jun,156,1,85,3,failure,80.94,Có mở
25,services,single,secondary,no,801,no,no,cellular,5,jun,255,2,-1,0,unknown,85.28,Có mở
43,management,married,tertiary,no,0,no,no,cellular,14,jul,1153,3,-1,0,unknown,82.23,Có mở
29,management,single,tertiary,no,572,yes,no,telephone,8,nov,319,1,-1,0,unknown,68.37,Có mở
61,management,single,tertiary,no,2,no,no,cellular,12,aug,131,1,114,3,failure,45.33,Không mở
64,retired,married,unknown,no,34,no,no,cellular,26,aug,244,2,-1,0,unknown,50.65,Có mở
27,technician,single,tertiary,no,1075,no,no,cellular,2,sep,529,2,184,1,success,95.36,Có mở
38,technician,single,tertiary,no,508,yes,yes,cellular,12,aug,1103,2,-1,0,unknown,90.34,Có mở
36,management,married,tertiary,no,926,no,no,cellular,14,apr,216,1,-1,0,unknown,70.07,Có mở
61,self-employed,married,tertiary,no,10861,no,no,cellular,25,oct,225,1,91,5,success,98.0,Có mở
49,blue-collar,divorced,primary,no,24,yes,no,cellular,11,may,701,1,362,1,success,92.19,Có mở
33,blue-collar,single,primary,no,611,no,no,telephone,16,sep,390,2,-1,0,unknown,72.32,Có mở
25,blue-collar,single,secondary,no,1857,yes,no,cellular,12,oct,187,1,91,12,success,95.28,Có mở
33,blue-collar,single,secondary,no,329,no,no,cellular,6,sep,224,1,145,2,other,75.47,Có mở
51,management,married,tertiary,no,2635,no,no,cellular,21,may,407,3,74,5,failure,78.86,Có mở
32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,failure,65.74,Có mở
32,admin.,married,secondary,no,1604,no,yes,cellular,7,jul,625,1,-1,0,unknown,78.53,Có mở
72,retired,married,primary,no,4657,no,no,telephone,23,mar,255,1,91,8,success,95.23,Có mở
34,admin.,married,secondary,no,1406,yes,no,cellular,20,aug,63,2,85,1,success,18.26,Không mở
38,technician,married,secondary,no,6728,no,no,cellular,25,nov,232,1,96,4,success,91.06,Có mở
35,management,married,tertiary,no,611,no,no,cellular,1,oct,305,2,121,1,success,94.01,Có mở
38,technician,divorced,tertiary,no,1805,no,no,unknown,9,jun,952,2,-1,0,unknown,84.48,Có mở
43,blue-collar,single,primary,no,-399,no,yes,cellular,28,jul,662,3,-1,0,unknown,66.35,Có mở
31,technician,single,tertiary,no,208,no,no,cellular,12,aug,1344,7,-1,0,unknown,88.62,Có mở
30,management,married,tertiary,no,10884,no,no,cellular,4,may,333,2,-1,0,unknown,51.22,Có mở
22,student,single,primary,no,3472,no,no,cellular,20,oct,332,1,183,3,failure,93.69,Có mở
46,admin.,married,secondary,no,556,yes,yes,unknown,15,may,646,3,-1,0,unknown,56.0,Có mở
52,management,married,tertiary,no,7192,no,no,cellular,4,aug,1486,1,-1,0,unknown,89.86,Có mở
35,technician,single,tertiary,no,13460,yes,no,cellular,15,may,1068,3,-1,0,unknown,88.61,Có mở
71,retired,married,primary,no,2988,no,no,telephone,17,apr,130,1,-1,0,unknown,60.23,Có mở
30,management,single,tertiary,no,102,yes,no,cellular,18,dec,364,3,-1,0,unknown,61.15,Có mở
25,student,single,secondary,no,1868,no,no,cellular,26,oct,259,1,103,2,other,93.3,Có mở
34,management,single,tertiary,no,-578,yes,no,cellular,18,may,767,2,-1,0,unknown,81.31,Có mở
51,admin.,married,secondary,no,241,no,no,cellular,7,dec,308,2,-1,0,unknown,72.97,Có mở
25,services,single,secondary,no,162,yes,no,cellular,1,sep,531,2,-1,0,unknown,88.73,Có mở
48,management,married,tertiary,no,5320,yes,no,unknown,20,jun,792,1,-1,0,unknown,66.22,Có mở
42,blue-collar,married,secondary,no,366,yes,no,cellular,22,may,324,1,106,1,failure,27.04,Không mở
55,management,married,unknown,no,1504,yes,no,cellular,22,may,338,2,-1,0,unknown,28.37,Không mở
38,admin.,single,secondary,no,262,no,no,cellular,3,feb,315,2,180,6,failure,63.03,Có mở
26,blue-collar,single,secondary,no,191,yes,no,cellular,6,may,550,1,-1,0,unknown,71.85,Có mở
27,admin.,married,tertiary,no,73,no,no,cellular,10,feb,159,1,-1,0,unknown,46.93,Không mở
75,retired,married,primary,no,358,no,no,cellular,17,feb,364,11,-1,0,unknown,60.35,Có mở
32,technician,single,secondary,no,483,no,no,cellular,8,aug,580,3,-1,0,unknown,74.72,Có mở
39,management,single,tertiary,no,5047,no,no,cellular,29,apr,218,4,-1,0,unknown,69.98,Có mở
46,technician,single,secondary,no,5862,no,no,cellular,1,jun,84,1,-1,0,unknown,25.5,Không mở
40,management,married,tertiary,no,0,yes,no,cellular,25,mar,506,2,-1,0,unknown,90.39,Có mở
36,blue-collar,divorced,secondary,no,2843,no,no,cellular,14,aug,186,1,-1,0,unknown,35.16,Không mở
54,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,2,-1,0,unknown,58.72,Có mở
42,management,married,tertiary,no,372,yes,no,cellular,4,aug,153,3,1,2,success,69.93,Có mở
42,management,married,tertiary,no,27696,no,no,cellular,12,may,176,2,89,5,success,90.84,Có mở
37,blue-collar,single,secondary,no,133,yes,no,cellular,11,may,1388,2,-1,0,unknown,86.41,Có mở
25,student,single,unknown,no,3,no,no,cellular,26,may,170,1,-1,0,unknown,43.5,Không mở
29,management,single,tertiary,no,15459,no,no,cellular,18,feb,264,7,-1,0,unknown,73.82,Có mở
32,management,single,tertiary,no,2551,yes,no,cellular,21,jul,638,3,-1,0,unknown,74.49,Có mở
64,retired,married,secondary,no,571,yes,no,cellular,20,apr,1422,2,-1,0,unknown,69.26,Có mở
55,management,married,tertiary,no,7803,no,no,cellular,15,jan,441,1,-1,0,unknown,78.65,Có mở
56,management,married,primary,no,0,no,no,cellular,3,feb,996,1,-1,0,unknown,84.51,Có mở
28,admin.,single,unknown,no,24,yes,no,cellular,18,jul,415,2,-1,0,unknown,57.05,Có mở
52,management,divorced,tertiary,no,2104,no,no,cellular,3,jun,210,2,-1,0,unknown,76.65,Có mở
36,technician,divorced,secondary,no,3158,yes,no,cellular,3,jun,144,2,-1,0,unknown,41.49,Không mở
25,student,married,tertiary,no,10,yes,no,cellular,21,jul,857,4,-1,0,unknown,88.7,Có mở
66,self-employed,married,tertiary,no,147,no,no,telephone,12,jan,411,1,-1,0,unknown,85.11,Có mở
31,management,single,tertiary,no,12857,yes,no,telephone,4,may,483,4,87,2,success,86.97,Có mở
43,technician,divorced,unknown,no,4389,no,no,telephone,2,jul,632,2,85,1,success,94.44,Có mở
59,management,married,tertiary,no,474,no,no,cellular,21,aug,252,1,-1,0,unknown,48.04,Không mở
35,management,married,unknown,no,2326,yes,yes,cellular,16,sep,319,1,-1,0,unknown,63.62,Có mở
48,admin.,married,primary,no,3644,yes,yes,telephone,31,jul,1039,9,-1,0,unknown,83.09,Có mở
38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure,91.5,Có mở
27,admin.,married,secondary,no,1595,no,no,cellular,29,dec,196,2,197,2,success,97.86,Có mở
25,student,single,secondary,no,331,no,no,telephone,26,aug,170,4,-1,0,unknown,43.8,Không mở
56,management,married,unknown,no,4623,no,no,cellular,25,feb,305,1,192,1,success,94.8,Có mở
54,management,divorced,tertiary,no,12018,yes,no,cellular,21,dec,267,2,-1,0,unknown,64.76,Có mở
36,unemployed,married,tertiary,no,154,no,no,cellular,26,aug,556,7,-1,0,unknown,71.12,Có mở
31,admin.,single,secondary,no,190,no,no,cellular,30,apr,514,1,-1,0,unknown,85.51,Có mở
62,entrepreneur,married,secondary,no,3904,no,no,telephone,29,jan,403,2,-1,0,unknown,75.96,Có mở
31,technician,single,tertiary,no,882,no,no,cellular,4,sep,293,1,93,1,success,96.26,Có mở
66,retired,divorced,unknown,no,53,no,no,cellular,12,jul,562,4,-1,0,unknown,71.41,Có mở
32,management,single,tertiary,no,6542,yes,no,cellular,15,may,1598,4,175,5,failure,91.08,Có mở
40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,87.46,Có mở
43,blue-collar,married,primary,no,3064,yes,no,cellular,20,nov,2453,2,-1,0,unknown,83.11,Có mở
51,housemaid,divorced,secondary,no,9228,no,no,cellular,18,jul,655,4,-1,0,unknown,78.59,Có mở
34,blue-collar,married,secondary,no,800,no,no,cellular,5,apr,144,1,-1,0,unknown,32.81,Không mở
47,management,married,tertiary,no,3505,no,no,cellular,17,nov,434,2,-1,0,unknown,63.43,Có mở
36,management,single,tertiary,no,5958,yes,no,cellular,22,sep,155,1,184,1,success,91.84,Có mở
27,technician,single,tertiary,no,667,no,no,cellular,29,jan,866,2,-1,0,unknown,87.7,Có mở
52,services,divorced,secondary,no,36,yes,yes,cellular,11,may,930,1,-1,0,unknown,90.7,Có mở
44,housemaid,single,primary,no,1059,no,no,unknown,18,jun,2093,1,-1,0,unknown,84.86,Có mở
26,technician,married,secondary,no,915,no,no,cellular,2,jun,384,1,-1,0,unknown,91.93,Có mở
32,technician,married,secondary,no,1547,no,no,cellular,26,oct,289,1,805,4,other,90.83,Có mở
34,management,married,tertiary,no,3050,yes,no,cellular,13,may,469,1,-1,0,unknown,62.72,Có mở
35,technician,married,tertiary,no,7050,no,no,cellular,11,aug,222,3,182,4,success,93.17,Có mở
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,unknown,19.47,Không mở
43,self-employed,married,secondary,no,14144,yes,no,cellular,21,nov,504,1,-1,0,unknown,72.65,Có mở
50,unemployed,married,primary,no,705,no,no,unknown,5,jun,504,1,-1,0,unknown,53.21,Có mở
40,blue-collar,married,primary,no,1758,yes,no,unknown,16,may,1230,3,-1,0,unknown,81.16,Có mở
29,self-employed,single,tertiary,no,476,yes,no,cellular,18,may,427,1,-1,0,unknown,66.15,Có mở
32,technician,married,secondary,no,348,yes,no,cellular,17,jul,926,1,-1,0,unknown,85.06,Có mở
50,management,married,tertiary,no,5969,no,no,cellular,25,jan,455,1,544,2,failure,90.54,Có mở
65,unemployed,married,secondary,no,3195,no,no,telephone,2,mar,904,1,-1,0,unknown,92.08,Có mở
59,self-employed,married,tertiary,no,2013,no,no,cellular,17,nov,409,2,-1,0,unknown,59.91,Có mở
44,entrepreneur,married,tertiary,no,121,no,no,cellular,10,aug,412,1,-1,0,unknown,71.05,Có mở
33,admin.,married,secondary,no,82,yes,no,cellular,25,jul,735,1,-1,0,unknown,79.77,Có mở
33,management,single,tertiary,no,935,no,no,cellular,9,feb,385,2,92,8,success,91.73,Có mở
57,unemployed,married,secondary,no,3754,no,no,cellular,5,feb,1063,2,-1,0,unknown,90.53,Có mở
38,management,single,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,67.11,Có mở
49,management,married,tertiary,no,4751,no,no,cellular,12,aug,884,4,-1,0,unknown,87.08,Có mở
45,blue-collar,married,unknown,no,1529,yes,no,cellular,13,nov,181,1,197,1,success,89.09,Có mở
25,technician,single,secondary,no,102,no,yes,cellular,8,jul,574,2,-1,0,unknown,70.99,Có mở
22,housemaid,single,secondary,no,1796,no,no,cellular,28,jun,369,3,-1,0,unknown,95.08,Có mở
32,management,single,tertiary,no,935,no,no,cellular,10,aug,161,2,375,5,failure,60.5,Có mở
36,services,single,secondary,no,365,no,no,cellular,4,may,643,1,-1,0,unknown,81.79,Có mở
32,management,divorced,tertiary,no,222,no,yes,cellular,15,jul,820,4,-1,0,unknown,84.44,Có mở
45,blue-collar,single,secondary,no,0,no,no,cellular,5,aug,374,2,472,1,success,92.59,Có mở
35,housemaid,single,secondary,no,1015,yes,no,unknown,5,jun,406,2,-1,0,unknown,15.51,Không mở
23,student,single,secondary,no,107,no,no,cellular,14,oct,84,1,183,1,success,89.39,Có mở
50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,-1,0,unknown,73.84,Có mở
31,management,married,tertiary,no,877,no,no,cellular,9,jun,192,1,93,7,other,84.56,Có mở
61,retired,married,tertiary,no,2557,yes,no,cellular,10,nov,89,1,91,4,success,79.12,Có mở
42,blue-collar,married,primary,no,1673,yes,no,cellular,17,apr,636,3,-1,0,unknown,68.43,Có mở
39,blue-collar,married,secondary,no,2467,no,no,cellular,19,jul,207,2,276,3,other,60.58,Có mở
37,technician,single,secondary,no,980,no,no,cellular,8,aug,1306,5,-1,0,unknown,89.66,Có mở
30,blue-collar,single,secondary,no,183,yes,no,cellular,18,jul,610,1,-1,0,unknown,65.41,Có mở
55,unemployed,divorced,secondary,no,387,yes,no,unknown,6,may,918,1,-1,0,unknown,81.28,Có mở
30,services,divorced,primary,no,459,yes,no,cellular,18,jul,494,1,-1,0,unknown,67.7,Có mở
57,management,married,tertiary,no,1227,no,no,cellular,5,jun,232,1,-1,0,unknown,78.85,Có mở
31,unemployed,single,tertiary,no,302,no,no,cellular,3,feb,349,1,357,3,success,90.16,Có mở
37,entrepreneur,divorced,secondary,no,175,yes,yes,unknown,13,may,753,6,-1,0,unknown,81.54,Có mở
34,blue-collar,married,secondary,no,182,no,no,cellular,6,aug,938,2,-1,0,unknown,83.72,Có mở
31,technician,married,secondary,yes,-367,yes,no,cellular,18,jul,474,2,-1,0,unknown,48.87,Không mở
52,technician,married,tertiary,no,876,no,no,cellular,4,may,601,3,-1,0,unknown,72.78,Có mở
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,nov,594,1,91,1,success,93.35,Có mở
73,retired,married,primary,no,796,no,no,cellular,23,oct,427,1,182,2,failure,92.76,Có mở
54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,58.84,Có mở
38,admin.,married,secondary,no,1559,no,no,cellular,3,mar,136,2,280,1,failure,89.0,Có mở
39,blue-collar,married,primary,no,70,no,no,unknown,8,may,813,1,-1,0,unknown,75.78,Có mở
44,self-employed,single,tertiary,no,2734,yes,no,cellular,12,may,897,4,-1,0,unknown,88.36,Có mở
29,admin.,single,secondary,no,3528,no,no,cellular,8,oct,137,1,-1,0,unknown,72.34,Có mở
51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,94.59,Có mở
31,blue-collar,married,secondary,no,3311,yes,no,unknown,20,may,719,1,-1,0,unknown,74.89,Có mở
33,services,single,secondary,no,152,yes,no,cellular,25,may,202,2,365,2,success,70.22,Có mở
39,self-employed,married,tertiary,no,1047,no,no,unknown,6,jun,554,1,-1,0,unknown,61.11,Có mở
30,technician,married,secondary,no,484,yes,no,unknown,6,may,703,1,-1,0,unknown,74.85,Có mở
39,technician,married,secondary,no,1587,yes,no,cellular,8,sep,108,2,98,3,success,71.86,Có mở
25,management,married,tertiary,no,4461,no,no,cellular,11,mar,796,5,-1,0,unknown,96.81,Có mở
57,admin.,single,secondary,no,3551,yes,no,cellular,12,may,458,1,-1,0,unknown,64.74,Có mở
35,management,married,tertiary,no,495,no,no,cellular,30,apr,266,1,87,1,failure,77.14,Có mở
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,unknown,75.96,Có mở
27,technician,single,secondary,no,489,yes,no,cellular,30,jul,356,4,-1,0,unknown,31.88,Không mở
28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success,94.07,Có mở
41,admin.,single,secondary,no,985,yes,no,cellular,30,jun,274,2,391,11,success,95.54,Có mở
46,blue-collar,married,primary,no,369,yes,no,unknown,13,may,916,2,-1,0,unknown,77.96,Có mở
38,management,divorced,secondary,no,257,yes,no,cellular,30,apr,435,1,-1,0,unknown,63.81,Có mở
35,technician,married,secondary,no,2779,no,no,cellular,22,oct,118,2,-1,0,unknown,48.82,Không mở
24,services,single,secondary,no,638,yes,yes,cellular,7,may,792,3,-1,0,unknown,88.4,Có mở
24,blue-collar,single,secondary,no,833,yes,no,cellular,15,may,956,1,-1,0,unknown,93.03,Có mở
28,management,single,tertiary,no,9314,no,no,cellular,2,jul,276,2,-1,0,unknown,69.98,Có mở
28,admin.,single,secondary,no,4745,no,no,telephone,12,may,360,1,181,5,success,89.3,Có mở
53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,failure,82.8,Có mở
45,management,married,tertiary,no,160,no,no,cellular,10,nov,182,2,194,1,success,91.32,Có mở
33,services,married,secondary,no,1697,no,no,cellular,3,nov,179,1,-1,0,unknown,50.95,Có mở
51,management,married,tertiary,no,0,no,no,unknown,7,jun,302,1,-1,0,unknown,11.08,Không mở
32,technician,single,tertiary,no,-770,yes,no,cellular,18,may,618,1,-1,0,unknown,78.75,Có mở
65,retired,married,secondary,no,20806,no,no,telephone,8,apr,523,2,-1,0,unknown,88.83,Có mở
32,blue-collar,married,primary,no,3136,yes,no,cellular,19,nov,820,1,-1,0,unknown,80.49,Có mở
67,retired,married,primary,no,1430,no,no,cellular,11,jan,499,2,91,3,failure,87.87,Có mở
53,technician,married,secondary,no,6831,no,no,cellular,13,may,1130,2,-1,0,unknown,88.63,Có mở
41,blue-collar,divorced,primary,no,664,no,yes,cellular,15,jul,955,5,-1,0,unknown,86.0,Có mở
30,blue-collar,single,secondary,no,49,no,no,cellular,30,jan,808,2,-1,0,unknown,77.23,Có mở
37,blue-collar,married,secondary,no,604,yes,no,cellular,7,oct,371,1,495,1,failure,83.23,Có mở
27,technician,single,tertiary,no,931,yes,no,cellular,4,feb,1078,1,-1,0,unknown,92.91,Có mở
77,retired,married,tertiary,no,699,no,no,cellular,13,aug,425,2,-1,0,unknown,82.5,Có mở
32,admin.,single,secondary,no,212,no,no,cellular,7,jul,830,5,-1,0,unknown,85.05,Có mở
25,management,single,tertiary,no,362,no,no,cellular,3,jun,617,2,-1,0,unknown,96.29,Có mở
32,management,single,tertiary,no,2667,yes,no,cellular,12,aug,971,2,-1,0,unknown,89.51,Có mở
